-67.95767,105.826225,-295.734,16
-61.196644,104.37309,-263.1937,14
-39.03366,111.70563,-124.85308,15
-57.768425,104.3999,-252.01083,16
-47.247505,114.406364,-188.14175,15
-50.947536,99.898674,-216.98676,16
-45.020287,111.236855,-182.80034,15
-47.919228,114.281555,-202.68015,15
-46.41124,117.43019,-194.06587,16
-47.7792,96.819305,-205.71921,16
-49.197075,99.82494,-216.10722,15
-55.410778,104.152565,-258.30472,15
-46.72124,107.893524,-202.94566,16
-45.73494,111.07133,-197.68129,16
-46.462143,114.19105,-203.58138,16
-44.781364,117.3422,-193.76305,15
-54.638298,138.90646,-265.94986,14
-46.965115,98.220604,-211.45607,15
-48.108345,101.276764,-220.14334,23
-47.544743,104.49918,-217.64218,17
-45.42248,107.79083,-204.89232,16
-44.499798,110.97166,-200.00066,17
-44.158775,114.11574,-198.92365,18
-43.899803,118.82296,-198.96074,16
-32.616726,130.54051,-128.9121,15
-49.97503,140.11136,-246.75835,14
-46.548405,99.59534,-219.9216,19
-46.04415,102.81579,-217.79338,21
-45.033638,106.05646,-212.30249,21
-43.41903,109.29504,-202.7901,20
-42.6158,112.46037,-198.64021,19
-42.528976,117.1655,-199.8241,16
-43.15209,120.31877,-205.14157,16
-34.45965,129.20816,-150.63863,15
-34.080673,132.19843,-149.21667,16
-35.002663,136.84108,-157.04323,14
-44.36199,94.82315,-214.29599,15
-45.051746,99.49663,-220.72375,22
-44.500656,102.72287,-218.26352,24
-42.80562,106.00892,-208.1471,23
-42.074768,109.19639,-204.4574,25
-41.271175,112.36611,-200.26854,18
-38.9554,115.52921,-185.92802,16
-41.857285,118.65439,-206.57266,19
-42.007347,121.82003,-208.76706,16
-33.07911,129.13152,-151.59512,16
-35.04371,132.33081,-165.96056,17
-39.196484,140.5659,-196.85312,14
-33.003864,144.30974,-156.67152,15
-39.807957,158.16206,-207.33844,15
-26.771711,159.5625,-120.35449,15
-53.222023,90.063835,-283.35568,15
-44.39517,96.12166,-225.95204,17
-43.665203,99.38659,-222.277,23
-42.681107,102.65278,-216.87737,28
-40.199104,105.98737,-201.35834,25
-36.970463,112.357544,-181.94138,17
-38.53307,115.42961,-193.69177,19
-40.26318,118.565414,-206.5962,21
-40.262333,121.72673,-207.78711,16
-36.43394,126.280624,-183.58401,14
-31.347176,130.54012,-150.74126,19
-37.07059,137.25941,-191.99428,14
-36.384502,141.87602,-189.05745,14
-29.860573,145.47096,-146.2066,14
-33.55052,156.96826,-175.38774,15
-27.900885,158.65126,-137.7355,15
-33.34994,169.42311,-178.51222,16
-43.422005,94.35809,-229.73956,17
-42.17196,97.69622,-222.50682,19
-41.562584,100.93596,-219.60904,24
-39.01263,104.30581,-203.4975,27
-36.625492,107.58048,-188.4572,28
-35.717697,110.71736,-183.46738,21
-36.58612,113.7906,-190.58545,20
-38.506138,116.89894,-204.898,20
-38.659534,120.05596,-207.15402,19
-36.03576,123.13082,-190.39862,17
-30.341839,127.46716,-153.13885,16
-34.15543,132.34966,-181.04033,15
-35.654285,141.90607,-194.86145,16
-36.745052,154.80101,-207.08533,16
-34.13396,157.3826,-190.18596,15
-30.1671,161.07097,-164.41876,15
-33.517315,169.86717,-190.508,15
-44.072067,90.7402,-244.0517,15
-41.319508,95.92766,-227.12451,20
-39.07285,99.35339,-212.98235,22
-37.534542,102.643234,-203.66772,29
-34.930523,105.95497,-187.00749,33
-34.842598,109.05476,-187.61261,25
-32.739754,112.21936,-174.34282,18
-35.93499,115.247894,-197.5542,20
-36.947456,118.386894,-205.75067,22
-35.971603,124.667274,-201.43701,15
-28.839094,127.382095,-153.28596,17
-28.678438,130.39653,-153.32762,15
-34.93446,141.93898,-200.8419,16
-33.074245,144.80417,-189.08688,15
-36.09147,151.70174,-212.47418,15
-36.892345,155.08992,-219.25723,17
-37.76045,158.53127,-226.51955,16
-28.876993,159.49754,-165.59207,15
-34.52361,172.19449,-209.19737,16
-36.860428,177.86319,-227.37933,15
-40.6776,90.91669,-231.99121,15
-40.01925,94.204445,-228.72443,19
-37.671642,97.667534,-213.76274,23
-33.719444,102.75008,-188.26842,30
-29.736034,106.11745,-161.87003,31
-32.815662,108.99173,-184.4424,26
-31.370085,112.128265,-175.61174,22
-34.173134,115.162605,-196.31328,24
-34.148552,118.2914,-197.36331,23
-36.474003,124.66731,-216.0272,15
-27.73724,127.3217,-156.23169,21
-26.034716,130.21992,-145.49503,15
-11.963502,131.83751,-48.15639,16
-32.87635,140.20021,-196.93988,16
-33.59345,145.05685,-203.77441,15
-35.606785,153.44919,-220.95355,18
-35.115597,156.57202,-218.7025,16
-33.844353,159.48793,-210.93828,15
-33.448982,164.20547,-209.93758,15
-33.76966,169.13637,-213.99342,15
-33.17833,172.17957,-210.99496,17
-33.812935,177.25638,-217.2757,15
-33.755642,90.090034,-194.49777,15
-38.142765,92.55943,-226.33136,18
-31.194977,98.1459,-179.75322,23
-31.109238,101.221565,-180.38498,32
-30.323503,104.355484,-176.11649,29
-29.609468,107.46213,-172.33687,26
-30.452415,110.483765,-179.46115,29
-30.691526,113.55698,-182.35822,22
-32.38581,116.63937,-195.481,23
-31.06401,119.74793,-187.41434,18
-31.787676,122.88144,-193.72784,16
-26.75805,125.749054,-159.50185,17
-27.398537,128.8358,-165.20425,16
-19.580448,131.19342,-111.17545,16
-31.720873,138.58707,-199.35005,17
-32.57521,141.8741,-206.61629,16
-32.920494,145.11607,-210.28339,18
-33.182934,149.96695,-213.97594,17
-33.667515,153.28407,-218.64034,18
-32.581852,156.2612,-212.13448,16
-32.389866,159.4289,-211.97844,16
-31.744894,164.07942,-209.1891,16
-32.087414,169.01468,-213.43945,17
-31.592136,172.08643,-211.09904,18
-31.475191,175.27812,-211.45926,17
-31.797924,178.63446,-214.96797,16
-31.4028,181.73215,-213.32945,15
-27.988482,89.18563,-164.44267,16
-28.75181,96.64367,-172.90192,22
-29.313454,99.6299,-178.09825,35
-29.077534,102.714676,-177.67151,28
-28.536228,105.81853,-175.08163,33
-28.931025,108.85982,-179.10397,28
-28.724115,111.94223,-178.86969,24
-30.20524,114.99921,-190.59743,28
-29.142538,118.10677,-184.29317,22
-29.101465,121.20474,-185.22922,17
-24.64772,125.63246,-155.3774,23
-27.432713,128.86026,-176.40492,16
-22.0393,131.46349,-139.15775,17
-28.700464,135.18419,-187.87169,16
-30.580416,138.55258,-202.52055,19
-31.31862,141.83133,-209.02936,20
-31.470514,145.04756,-211.34955,17
-31.697327,148.29053,-214.20752,20
-31.869614,151.53796,-216.67615,19
-31.504597,154.67845,-215.28682,20
-31.188559,157.82376,-214.24284,19
-31.063478,161.01427,-214.5671,20
-30.578125,164.10504,-212.2926,20
-30.446676,167.29112,-212.56187,20
-30.195433,170.4407,-211.96307,20
-30.904816,173.91605,-218.30142,17
-31.13109,177.25195,-221.15411,15
-31.882215,184.09229,-229.03008,16
-25.697815,87.73796,-158.48383,16
-27.53187,98.04415,-175.8664,38
-27.576437,101.09523,-177.43256,32
-27.273983,104.18257,-176.52336,30
-27.340212,107.241806,-178.23976,29
-27.408062,110.30991,-179.9673,26
-27.752274,113.38032,-183.67128,30
-28.059792,116.47049,-187.11629,27
-27.380472,119.56545,-183.48991,17
-26.834745,122.6454,-180.81038,20
-23.120548,125.54632,-155.3582,21
-24.705725,128.6885,-167.96002,17
-26.905542,133.51074,-185.6235,19
-28.899763,136.8677,-201.23026,23
-29.328285,140.09137,-205.56392,23
-29.65451,143.32236,-209.16348,20
-29.91114,146.56065,-212.26318,23
-30.166721,149.81581,-215.3578,23
-30.034071,153.00389,-215.64076,25
-29.787558,156.16704,-215.09409,26
-29.833418,159.40245,-216.66609,25
-29.325111,162.49422,-214.20798,21
-28.817299,165.57336,-211.74454,22
-28.707651,168.7651,-212.17339,21
-29.180347,172.15471,-216.84682,16
-28.654913,175.21654,-214.23853,16
-29.746992,178.8705,-223.44327,17
-33.949955,185.48404,-256.05374,15
-23.985565,89.1888,-157.79955,17
-24.448011,92.11357,-162.3631,18
